,Employee ID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City
401,E02403,Michael Turner,Manager,Human Resources,Specialty Products,Male,Black,28.0,12/29/2019,"$115,916 ",9%,United States,Chicago
402,E02404,Oliver Jones,Vice President,Accounting,Manufacturing,Male,Caucasian,56.0,3/20/2016,"$192,374 ",30%,United States,Chicago
403,E02405,Charles Taylor,Director,Human Resources,Specialty Products,Male,Caucasian,32.0,7/15/2019,"$186,869 ",16%,United States,Miami
404,E02406,Gianna Alvarez,Business Partner,Human Resources,Manufacturing,Female,Latino,58.0,5/11/1993,"$49,293 ",0%,United States,Columbus
405,E02407,Nova Martin,Manager,Human Resources,Research & Development,Female,Caucasian,39.0,4/13/2013,"$129,087 ",5%,United States,Seattle
406,E02408,Julia Gonzalez,Analyst,Finance,Research & Development,Female,Latino,46.0,2/15/2005,"$54,831 ",0%,Brazil,Sao Paulo
407,E02409,Athena Vu,Analyst,Marketing,Specialty Products,Female,Asian,26.0,11/28/2020,"$51,825 ",0%,United States,Phoenix
408,E02410,Caroline Bui,Field Engineer,Engineering,Manufacturing,Female,Asian,36.0,9/15/2019,"$67,457 ",0%,China,Shanghai
409,E02411,Daniel Ali,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,43.0,9/28/2019,"$94,555 ",0%,United States,Austin
410,E02412,Iris Huang,Director,Human Resources,Corporate,Female,Asian,45.0,3/28/2008,"$163,686 ",25%,China,Chengdu
411,E02413,Natalia Cheng,Systems Analyst,IT,Corporate,Female,Asian,65.0,7/29/2002,"$47,919 ",0%,China,Beijing
412,E02414,Owen Evans,Enterprise Architect,IT,Manufacturing,Male,Caucasian,34.0,5/28/2021,"$68,972 ",0%,United States,Austin
413,E02415,Angel Dixon,Analyst,Sales,Manufacturing,Male,Caucasian,52.0,4/1/2002,"$50,775 ",0%,United States,Seattle
414,E02416,Aubrey Guerrero,Sr. Manager,Marketing,Corporate,Female,Latino,39.0,2/12/2013,"$122,713 ",13%,Brazil,Sao Paulo
415,E02417,Ivy Do,Analyst II,Accounting,Corporate,Female,Asian,57.0,5/13/1993,"$57,230 ",0%,United States,Austin
416,E02418,Kai Gutierrez,Sr. Manager,Marketing,Specialty Products,Male,Latino,63.0,12/17/1997,"$148,794 ",10%,Brazil,Manaus
417,E02419,Caroline Ahmed,Sr. Manager,Marketing,Research & Development,Female,Asian,32.0,12/23/2016,"$155,884 ",13%,United States,Miami
418,E02420,Alice Sharma,Account Representative,Sales,Research & Development,Female,Asian,51.0,10/5/2018,"$50,975 ",0%,China,Chengdu
419,E02421,Leo Simmons,Analyst,Accounting,Research & Development,Male,Black,38.0,12/13/2017,"$52,200 ",0%,United States,Phoenix
420,E02422,Asher Hong,Director,Finance,Research & Development,Male,Asian,53.0,4/17/2018,"$154,141 ",26%,China,Chongqing
421,E02423,Gianna Ramirez,Field Engineer,Engineering,Specialty Products,Female,Latino,59.0,7/25/1993,"$69,245 ",0%,United States,Phoenix
422,E02424,Thomas Smith,Field Engineer,Engineering,Specialty Products,Male,Caucasian,57.0,4/2/1999,"$78,212 ",0%,United States,Miami
423,E02425,Carter Hunter,Sr. Analyst,Accounting,Corporate,Male,Caucasian,41.0,10/7/2019,"$72,650 ",0%,United States,Austin
424,E02426,Charlotte Green,Automation Engineer,Engineering,Research & Development,Female,Caucasian,33.0,11/10/2020,"$124,681 ",0%,United States,Phoenix
425,E02427,Lincoln Holmes,Network Administrator,IT,Research & Development,Male,Black,35.0,8/21/2013,"$89,051 ",0%,United States,Chicago
426,E02428,Hudson Hu,Automation Engineer,Engineering,Research & Development,Male,Asian,36.0,12/2/2019,"$121,049 ",0%,United States,Seattle
427,E02429,Noah Mitchell,Network Engineer,IT,Research & Development,Male,Caucasian,54.0,6/15/2007,"$70,519 ",0%,United States,Columbus
428,E02430,Liliana Choi,Manager,IT,Research & Development,Female,Asian,55.0,1/25/2007,"$106,302 ",8%,United States,Austin
429,E02431,Leonardo Cho,Engineering Manager,Engineering,Specialty Products,Male,Asian,38.0,8/25/2008,"$119,960 ",15%,United States,Columbus
430,E02432,Oliver Delgado,Test Engineer,Engineering,Research & Development,Male,Latino,45.0,2/22/2017,"$84,309 ",0%,Brazil,Manaus
431,E02433,Isabella Roberts,Vice President,Engineering,Manufacturing,Female,Caucasian,53.0,8/20/2007,"$228,494 ",33%,United States,Austin
432,E02434,Luca Desai,Manager,Sales,Specialty Products,Male,Asian,45.0,5/23/2017,"$112,076 ",6%,China,Chengdu
433,E02435,William Juarez,Technical Architect,IT,Specialty Products,Male,Latino,65.0,7/29/2016,"$88,533 ",0%,Brazil,Rio de Janeiro
434,E02436,Ryan Alvarez,HRIS Analyst,Human Resources,Research & Development,Male,Latino,62.0,11/29/2018,"$72,025 ",0%,Brazil,Manaus
435,E02437,Hudson Ha,Field Engineer,Engineering,Manufacturing,Male,Asian,59.0,2/6/2004,"$67,947 ",0%,China,Shanghai
436,E02438,Hannah Brown,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,42.0,7/12/2020,"$79,764 ",0%,United States,Austin
437,E02439,Hadley Le,Cloud Infrastructure Architect,IT,Research & Development,Female,Asian,33.0,3/18/2015,"$60,690 ",0%,China,Chongqing
438,E02440,Jaxson Shah,Analyst,Accounting,Corporate,Male,Asian,29.0,8/25/2018,"$44,520 ",0%,United States,Chicago
439,E02441,Christopher Delgado,Network Architect,IT,Corporate,Male,Latino,33.0,6/24/2022,"$84,317 ",0%,Brazil,Rio de Janeiro
440,E02442,Hannah Ng,Director,Sales,Manufacturing,Female,Asian,36.0,5/14/2015,"$151,055 ",19%,United States,Columbus
441,E02443,Austin Ngo,Network Architect,IT,Research & Development,Male,Asian,43.0,3/27/2020,"$62,492 ",0%,United States,Columbus
442,E02444,Gianna Han,HRIS Analyst,Human Resources,Research & Development,Female,Asian,51.0,2/27/2011,"$72,589 ",0%,United States,Austin
443,E02445,Isaac Choi,Operations Engineer,Engineering,Corporate,Male,Asian,27.0,1/21/2021,"$82,286 ",0%,United States,Chicago
444,E02446,Madeline Smith,Cloud Infrastructure Architect,IT,Research & Development,Female,Caucasian,55.0,11/23/2011,"$66,660 ",0%,United States,Phoenix
445,E02447,Ellie Fernandez,Quality Engineer,Engineering,Specialty Products,Female,Latino,62.0,8/18/2009,"$86,805 ",0%,United States,Austin
446,E02448,Lyla Lai,Manager,Human Resources,Specialty Products,Female,Asian,46.0,8/11/2004,"$125,878 ",10%,United States,Austin
447,E02449,Emily Moore,Analyst,Accounting,Research & Development,Female,Black,47.0,11/8/2009,"$50,290 ",0%,United States,Columbus
448,E02450,Aubrey Moreno,Computer Systems Manager,IT,Research & Development,Female,Latino,57.0,6/30/2000,"$97,083 ",6%,United States,Austin
449,E02451,Nova Xiong,Network Administrator,IT,Corporate,Female,Asian,49.0,4/10/2019,"$93,306 ",0%,China,Beijing
450,E02452,Eva Lam,Field Engineer,Engineering,Manufacturing,Female,Asian,42.0,3/8/2022,"$73,404 ",0%,United States,Austin
451,E02453,Caroline Chau,IT Systems Architect,IT,Specialty Products,Female,Asian,55.0,12/7/2022,"$91,179 ",0%,United States,Columbus
452,E02454,Sofia Chen,Manager,Finance,Specialty Products,Female,Asian,46.0,8/27/2006,"$108,003 ",5%,China,Chengdu
453,E02455,Christopher Sharma,System Administrator,IT,Corporate,Male,Asian,45.0,4/16/2004,"$81,384 ",0%,China,Beijing
454,E02456,Lucas Grant,Sr. Business Partner,Human Resources,Manufacturing,Male,Caucasian,53.0,3/28/2012,"$97,218 ",0%,United States,Austin
455,E02457,Delilah Washington,Analyst,Sales,Research & Development,Female,Caucasian,46.0,9/17/2006,"$42,944 ",0%,United States,Miami
456,E02458,Eloise Molina,Analyst,Finance,Research & Development,Female,Latino,48.0,1/18/2015,"$43,980 ",0%,United States,Columbus
457,E02459,Clara Desai,Manager,Marketing,Corporate,Female,Asian,33.0,11/20/2014,"$109,533 ",5%,China,Chengdu
458,E02460,Audrey Campbell,Vice President,Accounting,Research & Development,Female,Caucasian,56.0,7/30/2008,"$226,952 ",39%,United States,Miami
459,E02461,Delilah Alvarez,System Administrator,IT,Manufacturing,Female,Latino,59.0,11/27/2007,"$71,580 ",0%,United States,Seattle
460,E02462,Luke Luna,Analyst II,Finance,Manufacturing,Male,Latino,55.0,11/16/2012,"$66,172 ",0%,Brazil,Manaus
461,E02463,Elizabeth Tan,Vice President,Marketing,Research & Development,Female,Asian,46.0,7/27/2018,"$237,489 ",30%,United States,Chicago
462,E02464,Sophia Wang,Analyst,Marketing,Specialty Products,Female,Asian,50.0,5/20/2000,"$48,733 ",0%,United States,Seattle
463,E02465,Nova Park,Analyst,Sales,Corporate,Female,Asian,29.0,7/23/2017,"$48,563 ",0%,China,Shanghai
464,E02466,Josiah Khan,Cloud Infrastructure Architect,IT,Manufacturing,Male,Asian,57.0,10/26/2004,"$86,592 ",0%,China,Chongqing
465,E02467,Madison Gray,Vice President,Finance,Research & Development,Female,Caucasian,39.0,8/29/2011,"$189,823 ",38%,United States,Columbus
466,E02468,Luca Washington,Enterprise Architect,IT,Corporate,Male,Black,40.0,6/27/2022,"$65,075 ",0%,United States,Phoenix
467,E02469,Isaac Cruz,Vice President,Human Resources,Specialty Products,Male,Latino,33.0,5/9/2018,"$187,917 ",35%,United States,Chicago
468,E02470,Ellie Ortega,Analyst,Sales,Specialty Products,Female,Latino,49.0,10/20/2020,"$42,242 ",0%,Brazil,Sao Paulo
469,E02471,Ian Huang,Analyst,Sales,Research & Development,Male,Asian,54.0,2/7/1998,"$53,931 ",0%,United States,Columbus
470,E02472,Jayden Ahmed,Sr. Manager,IT,Corporate,Male,Asian,51.0,3/28/2006,"$140,668 ",12%,China,Chengdu
471,E02473,Violet Simmons,Analyst,Marketing,Research & Development,Female,Caucasian,33.0,10/23/2017,"$53,948 ",0%,United States,Phoenix
472,E02474,William Roberts,Director,IT,Research & Development,Male,Caucasian,34.0,4/12/2017,"$174,257 ",30%,United States,Miami
473,E02475,Penelope Sandoval,Sr. Manager,Sales,Corporate,Female,Latino,28.0,12/18/2019,"$132,209 ",14%,Brazil,Rio de Janeiro
474,E02476,Emilia Ortiz,Vice President,Marketing,Research & Development,Female,Latino,34.0,7/16/2017,"$208,883 ",38%,United States,Miami
475,E02477,Layla Gutierrez,Computer Systems Manager,IT,Specialty Products,Female,Latino,39.0,5/5/2022,"$65,957 ",5%,Brazil,Rio de Janeiro
476,E02478,Dylan Vu,Manager,Human Resources,Specialty Products,Male,Asian,63.0,7/22/2004,"$106,481 ",5%,China,Beijing
477,E02479,Peyton Wong,Vice President,Accounting,Manufacturing,Female,Asian,35.0,8/5/2020,"$218,127 ",37%,United States,Chicago
478,E02480,Santiago f Banks,Sr. Manager,IT,Specialty Products,Male,Caucasian,44.0,8/16/2019,"$151,481 ",11%,United States,Chicago
479,E02481,Caroline Wong,Analyst,Sales,Research & Development,Female,Asian,37.0,3/8/2017,"$40,508 ",0%,China,Beijing
480,E02482,Quinn Ho,Vice President,Accounting,Research & Development,Female,Asian,45.0,7/20/2002,"$200,481 ",30%,United States,Columbus
481,E02483,Caroline Nunez,Vice President,Finance,Manufacturing,Female,Latino,65.0,12/20/2002,"$224,872 ",39%,Brazil,Sao Paulo
482,E02484,Carson Brown,Sr. Manager,Human Resources,Research & Development,Male,Black,65.0,11/5/2007,"$149,474 ",14%,United States,Phoenix
483,E02485,Olivia Maldonado,Test Engineer,Engineering,Research & Development,Female,Latino,63.0,2/18/2002,"$86,820 ",0%,United States,Chicago
484,E02486,Emilia Chung,Director,Finance,Manufacturing,Female,Asian,55.0,11/8/1994,"$184,078 ",28%,China,Shanghai
485,E02487,Leilani Shin,Analyst,Accounting,Corporate,Female,Asian,58.0,12/18/2013,"$55,174 ",0%,United States,Austin
486,E02488,Abigail Zhu,Director,Finance,Corporate,Female,Asian,31.0,1/17/2022,"$152,474 ",27%,United States,Austin
487,E02489,Autumn Xiong,Network Administrator,IT,Specialty Products,Female,Asian,28.0,2/13/2020,"$75,172 ",0%,China,Shanghai
488,E02490,Hailey Cruz,Business Partner,Human Resources,Manufacturing,Female,Latino,50.0,8/10/2008,"$56,002 ",0%,United States,Austin
489,E02491,Piper Cruz,Director,Sales,Research & Development,Female,Latino,61.0,4/13/2013,"$195,636 ",21%,Brazil,Rio de Janeiro
490,E02492,Jaxson Jackson,Enterprise Architect,IT,Specialty Products,Male,Caucasian,53.0,3/1/1997,"$63,165 ",0%,United States,Seattle
491,E02493,Serenity Mehta,Analyst,Sales,Research & Development,Female,Asian,51.0,7/21/1998,"$57,277 ",0%,China,Shanghai
492,E02494,Peyton Gomez,Analyst,Finance,Specialty Products,Female,Latino,56.0,1/14/2020,"$42,950 ",0%,Brazil,Rio de Janeiro
493,E02495,Ethan Vargas,Director,IT,Research & Development,Male,Latino,38.0,10/9/2018,"$168,410 ",30%,United States,Chicago
494,E02496,Serenity Morris,Manager,IT,Corporate,Female,Caucasian,41.0,4/12/2008,"$114,588 ",5%,United States,Miami
495,E02497,Vivian Chan,Sr. Analyst,Sales,Specialty Products,Female,Asian,61.0,5/12/1997,"$72,546 ",0%,China,Beijing
496,E02498,Lincoln Singh,Analyst,Sales,Corporate,Male,Asian,33.0,1/9/2021,"$55,397 ",0%,China,Shanghai
497,E02499,Ayla Lim,Director,Marketing,Corporate,Female,Asian,41.0,9/5/2021,"$192,266 ",23%,China,Chengdu
498,E02500,Leilani Hong,System Administrator,IT,Manufacturing,Female,Asian,36.0,12/20/2013,"$79,876 ",0%,United States,Seattle
499,E02501,Victoria Doan,Manager,Sales,Corporate,Female,Asian,42.0,3/6/2018,"$112,593 ",5%,United States,Seattle
500,E02502,Naomi Wright,System Administrator,IT,Manufacturing,Female,Caucasian,36.0,11/3/2016,"$99,249 ",0%,United States,Miami
501,E02503,Scarlett Howard,Manager,Finance,Manufacturing,Female,Caucasian,55.0,8/12/2012,"$117,421 ",5%,United States,Austin
502,E02504,Victoria Vo,Field Engineer,Engineering,Corporate,Female,Asian,44.0,12/18/2017,"$82,241 ",0%,China,Shanghai
503,E02505,Oliver Fernandez,Manager,Marketing,Research & Development,Male,Latino,31.0,5/15/2022,"$125,664 ",5%,Brazil,Manaus
504,E02506,Luca Jiang,Account Representative,Sales,Research & Development,Male,Asian,47.0,9/8/2013,"$57,386 ",0%,China,Beijing
505,E02507,Charlotte Owens,Vice President,Engineering,Corporate,Female,Black,59.0,5/11/2001,"$196,740 ",31%,United States,Miami
506,E02508,Stella Tan,Director,Human Resources,Specialty Products,Female,Asian,48.0,8/22/2009,"$168,202 ",22%,China,Chengdu
507,E02509,Ellie Yoon,Vice President,Human Resources,Specialty Products,Female,Asian,44.0,7/11/2006,"$242,004 ",38%,China,Chongqing
508,E02510,Ella Do,Account Representative,Sales,Manufacturing,Female,Asian,52.0,2/28/1998,"$57,433 ",0%,China,Shanghai
509,E02511,Lucas Cruz,Sr. Analyst,Accounting,Specialty Products,Male,Latino,54.0,7/11/2009,"$74,656 ",0%,United States,Seattle
510,E02512,Sarah Mehta,HRIS Analyst,Human Resources,Research & Development,Female,Asian,31.0,8/23/2016,"$62,848 ",0%,China,Chengdu
511,E02513,Anthony Phan,Enterprise Architect,IT,Research & Development,Male,Asian,39.0,4/11/2011,"$92,523 ",0%,United States,Miami
512,E02514,David Chu,Sr. Manager,IT,Specialty Products,Male,Asian,40.0,12/16/2012,"$142,844 ",11%,United States,Miami
513,E02515,Sebastian Sanders,Manager,Sales,Corporate,Male,Caucasian,39.0,1/23/2009,"$100,718 ",5%,United States,Austin
514,E02516,Jayden Phillips,Director,IT,Research & Development,Male,Caucasian,25.0,10/13/2022,"$154,186 ",26%,United States,Austin
515,E02517,Caleb Chan,Operations Engineer,Engineering,Research & Development,Male,Asian,48.0,6/24/2003,"$107,586 ",0%,China,Shanghai
516,E02518,Ariana Santiago,Network Architect,IT,Research & Development,Female,Latino,54.0,10/28/2003,"$88,906 ",0%,United States,Phoenix
517,E02519,Quinn Owens,Field Engineer,Engineering,Manufacturing,Female,Caucasian,40.0,5/9/2018,"$74,329 ",0%,United States,Chicago
518,E02520,Eli James,Network Engineer,IT,Manufacturing,Male,Caucasian,32.0,4/15/2021,"$86,523 ",0%,United States,Columbus
519,E02521,Ezra Aguilar,Vice President,IT,Manufacturing,Male,Latino,60.0,11/5/2014,"$239,868 ",40%,United States,Miami
520,E02522,Anna Castro,Analyst II,Finance,Specialty Products,Female,Latino,29.0,5/21/2018,"$65,010 ",0%,United States,Seattle
521,E02523,Liliana Lewis,Network Administrator,IT,Corporate,Female,Caucasian,25.0,2/23/2021,"$82,140 ",0%,United States,Miami
522,E02524,Maverick Alvarado,Solutions Architect,IT,Manufacturing,Male,Latino,34.0,6/11/2016,"$75,511 ",0%,Brazil,Manaus
523,E02525,Nora Butler,Vice President,IT,Research & Development,Female,Black,26.0,5/6/2022,"$188,880 ",36%,United States,Phoenix
524,E02526,Landon Rodriguez,Sr. Account Representative,Sales,Manufacturing,Male,Latino,39.0,11/19/2017,"$87,155 ",0%,United States,Chicago
525,E02527,Grace Harris,Enterprise Architect,IT,Research & Development,Female,Caucasian,34.0,10/28/2018,"$75,518 ",0%,United States,Seattle
526,E02528,Jeremiah Medina,Sr. Manager,IT,Research & Development,Male,Latino,54.0,9/28/1997,"$129,311 ",13%,Brazil,Manaus
527,E02529,Charles Bryant,Analyst,Sales,Manufacturing,Male,Caucasian,27.0,7/12/2022,"$56,919 ",0%,United States,Miami
528,E02530,Elizabeth Dixon,Sr. Manager,Finance,Manufacturing,Female,Caucasian,26.0,11/15/2020,"$153,832 ",14%,United States,Phoenix
529,E02531,Riley Phillips,Vice President,Engineering,Specialty Products,Female,Caucasian,26.0,8/5/2022,"$211,121 ",35%,United States,Phoenix
530,E02532,Gianna Cruz,Manager,Sales,Corporate,Female,Latino,29.0,7/2/2019,"$106,456 ",10%,United States,Columbus
531,E02533,Lincoln Cruz,Network Architect,IT,Corporate,Male,Latino,64.0,7/15/1997,"$72,772 ",0%,Brazil,Manaus
532,E02534,Ezekiel Contreras,Sr. Manager,Accounting,Research & Development,Male,Latino,45.0,8/10/2001,"$143,146 ",14%,United States,Chicago
533,E02535,Amelia Do,Analyst II,Marketing,Manufacturing,Female,Asian,45.0,12/24/2018,"$74,776 ",0%,United States,Seattle
534,E02536,Anthony Perez,Sr. Account Representative,Sales,Specialty Products,Male,Latino,51.0,9/13/2021,"$92,305 ",0%,United States,Chicago
535,E02537,Elias Maldonado,IT Systems Architect,IT,Manufacturing,Male,Latino,56.0,4/1/2005,"$94,724 ",0%,United States,Chicago
536,E02538,Liam Luong,Technical Architect,IT,Specialty Products,Male,Asian,58.0,11/13/1995,"$88,019 ",0%,United States,Austin
537,E02539,Jordan Ford,Manager,Human Resources,Corporate,Male,Black,43.0,9/19/2016,"$108,000 ",10%,United States,Columbus
538,E02540,Mateo Chung,Network Architect,IT,Corporate,Male,Asian,52.0,7/27/2018,"$81,438 ",0%,China,Beijing
539,E02541,Jameson Vang,Computer Systems Manager,IT,Corporate,Male,Asian,41.0,5/23/2018,"$95,669 ",10%,China,Shanghai
540,E02542,Samuel Thomas,Vice President,Accounting,Specialty Products,Male,Caucasian,43.0,2/15/2016,"$180,385 ",33%,United States,Columbus
541,E02543,Gabriel Rodriguez,IT Coordinator,IT,Research & Development,Male,Latino,36.0,1/30/2016,"$45,184 ",0%,Brazil,Sao Paulo
542,E02544,Wyatt Robinson,Development Engineer,Engineering,Research & Development,Male,Caucasian,55.0,8/8/2007,"$70,451 ",0%,United States,Seattle
543,E02545,Anna Huynh,Technical Architect,IT,Specialty Products,Female,Asian,39.0,4/5/2009,"$63,259 ",0%,United States,Chicago
544,E02546,Lucy Simmons,Analyst II,Accounting,Corporate,Female,Caucasian,56.0,3/1/2001,"$73,778 ",0%,United States,Miami
545,E02547,Austin Ng,Sr. Manager,Sales,Research & Development,Male,Asian,45.0,3/3/2009,"$126,697 ",13%,China,Beijing
546,E02548,Madeline Cruz,System Administrator,IT,Specialty Products,Female,Latino,63.0,5/19/2008,"$75,396 ",0%,Brazil,Rio de Janeiro
547,E02549,Layla Munoz,Director,Human Resources,Corporate,Female,Latino,39.0,9/24/2014,"$182,595 ",29%,Brazil,Rio de Janeiro
548,E02550,Alexander Tang,Analyst,Finance,Corporate,Male,Asian,32.0,1/29/2015,"$45,424 ",0%,United States,Austin
549,E02551,Carson Chen,Analyst II,Finance,Manufacturing,Male,Asian,45.0,12/3/2012,"$70,661 ",0%,China,Chongqing
550,E02552,Kai Duong,IT Coordinator,IT,Research & Development,Male,Asian,41.0,11/16/2018,"$57,166 ",0%,China,Shanghai
551,E02553,Ayla Cooper,Operations Engineer,Engineering,Corporate,Female,Caucasian,56.0,2/15/2017,"$101,637 ",0%,United States,Chicago
552,E02554,Eliza Espinoza,Manager,Marketing,Specialty Products,Female,Latino,30.0,12/28/2017,"$103,646 ",7%,United States,Phoenix
553,E02555,Axel King,Automation Engineer,Engineering,Manufacturing,Male,Caucasian,46.0,2/21/2010,"$100,757 ",0%,United States,Chicago
554,E02556,Alexander Carter,Network Administrator,IT,Specialty Products,Male,Caucasian,47.0,10/4/2008,"$60,963 ",0%,United States,Seattle
555,E02557,Robert Rogers,Vice President,Engineering,Manufacturing,Male,Caucasian,53.0,8/26/2011,"$258,734 ",34%,United States,Seattle
556,E02558,Anthony Gupta,Cloud Infrastructure Architect,IT,Specialty Products,Male,Asian,38.0,9/23/2021,"$70,612 ",0%,China,Chongqing
557,E02559,Jackson Gupta,Service Desk Analyst,IT,Research & Development,Male,Asian,65.0,6/27/1993,"$77,065 ",0%,United States,Seattle
558,E02560,Sophia Rodriguez,Development Engineer,Engineering,Specialty Products,Female,Latino,58.0,10/31/2007,"$96,256 ",0%,United States,Chicago
559,E02561,Cora Patel,Analyst II,Accounting,Manufacturing,Female,Asian,36.0,5/13/2011,"$65,794 ",0%,United States,Austin
560,E02562,Piper Hsu,Analyst,Accounting,Research & Development,Female,Asian,45.0,8/23/2015,"$48,491 ",0%,United States,Austin
561,E02563,Hunter Marquez,Operations Engineer,Engineering,Research & Development,Male,Latino,34.0,8/7/2019,"$83,220 ",0%,United States,Chicago
562,E02564,Addison Li,HRIS Analyst,Human Resources,Research & Development,Female,Asian,37.0,3/4/2010,"$61,680 ",0%,China,Beijing
563,E02565,Carson Hoang,Sr. Analyst,Sales,Manufacturing,Male,Asian,43.0,10/9/2021,"$72,482 ",0%,United States,Chicago
564,E02566,Julian Fernandez,Development Engineer,Engineering,Research & Development,Male,Latino,27.0,2/7/2022,"$81,713 ",0%,Brazil,Rio de Janeiro
565,E02567,Caleb Rojas,Analyst II,Sales,Manufacturing,Male,Latino,38.0,12/4/2021,"$68,281 ",0%,United States,Miami
566,E02568,Elizabeth Griffin,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,60.0,9/10/1993,"$63,979 ",0%,United States,Miami
567,E02569,Nolan Han,Business Partner,Human Resources,Corporate,Male,Asian,29.0,11/19/2017,"$53,090 ",0%,United States,Miami
568,E02570,Cameron Romero,Manager,Sales,Specialty Products,Male,Latino,49.0,9/15/1997,"$108,325 ",10%,Brazil,Manaus
569,E02571,Angel Patterson,Sr. Analyst,Marketing,Corporate,Male,Black,45.0,1/7/2018,"$98,289 ",0%,United States,Columbus
570,E02572,Ryan Foster,IT Coordinator,IT,Specialty Products,Male,Caucasian,44.0,2/22/2004,"$41,275 ",0%,United States,Austin
571,E02573,Leonardo Patterson,Sr. Analyst,Finance,Specialty Products,Male,Caucasian,46.0,2/6/2012,"$93,642 ",0%,United States,Columbus
572,E02574,William Song,Director,Human Resources,Research & Development,Male,Asian,36.0,10/25/2010,"$162,957 ",18%,China,Chongqing
573,E02575,Axel Aguilar,Sr. Analyst,Accounting,Manufacturing,Male,Latino,45.0,4/10/2022,"$96,029 ",0%,Brazil,Rio de Janeiro
574,E02576,Liam Valdez,Vice President,Human Resources,Research & Development,Male,Latino,55.0,3/1/1999,"$227,148 ",33%,Brazil,Sao Paulo
575,E02577,Hudson Washington,Cloud Infrastructure Architect,IT,Specialty Products,Male,Caucasian,43.0,9/17/2008,"$76,819 ",0%,United States,Phoenix
576,E02578,Owen Han,Analyst II,Sales,Specialty Products,Male,Asian,30.0,9/1/2022,"$66,892 ",0%,United States,Seattle
577,E02579,Harper Washington,Vice President,Marketing,Manufacturing,Female,Caucasian,48.0,6/24/1999,"$256,084 ",34%,United States,Columbus
578,E02580,Brooklyn Parker,Sr. Analyst,Marketing,Specialty Products,Female,Black,60.0,3/19/2005,"$85,669 ",0%,United States,Phoenix
579,E02581,Hudson Oh,IT Coordinator,IT,Research & Development,Male,Asian,30.0,9/9/2021,"$44,454 ",0%,China,Beijing
580,E02582,Maverick Howard,IT Coordinator,IT,Specialty Products,Male,Caucasian,25.0,4/13/2021,"$54,353 ",0%,United States,Chicago
581,E02583,Alexander Dominguez,Analyst II,Sales,Specialty Products,Male,Latino,58.0,11/27/2014,"$58,867 ",0%,Brazil,Rio de Janeiro
582,E02584,Jack Garcia,Manager,Human Resources,Corporate,Male,Latino,37.0,3/21/2022,"$123,918 ",8%,Brazil,Rio de Janeiro
583,E02585,Aiden Hu,IT Coordinator,IT,Research & Development,Male,Asian,44.0,5/7/2010,"$56,680 ",0%,United States,Chicago
584,E02586,Cora Espinoza,Business Partner,Human Resources,Research & Development,Female,Latino,53.0,10/9/2019,"$55,206 ",0%,United States,Miami
585,E02587,Naomi Moua,Director,Sales,Specialty Products,Female,Asian,58.0,1/13/2010,"$150,633 ",19%,United States,Phoenix
586,E02588,Liam Baker,Network Administrator,IT,Specialty Products,Male,Caucasian,65.0,1/26/2020,"$97,379 ",0%,United States,Seattle
587,E02589,Christian Liu,Director,Accounting,Research & Development,Male,Asian,57.0,3/29/2000,"$178,447 ",22%,China,Chengdu
588,E02590,Aaron Munoz,Network Administrator,IT,Manufacturing,Male,Latino,31.0,6/13/2021,"$60,827 ",0%,United States,Phoenix
589,E02591,Levi Kang,Engineering Manager,Engineering,Manufacturing,Male,Asian,32.0,4/28/2019,"$96,951 ",13%,China,Chengdu
590,E02592,Isaac Foster,Manager,Accounting,Specialty Products,Male,Caucasian,48.0,1/6/2001,"$103,051 ",9%,United States,Phoenix
591,E02593,Samantha Zhu,Vice President,IT,Specialty Products,Female,Asian,55.0,10/27/2001,"$256,592 ",30%,China,Beijing
592,E02594,Vivian Watson,Development Engineer,Engineering,Specialty Products,Female,Caucasian,52.0,7/7/2017,"$79,323 ",0%,United States,Chicago
593,E02595,Emery Hernandez,Development Engineer,Engineering,Research & Development,Female,Latino,27.0,7/12/2021,"$75,583 ",0%,Brazil,Manaus
594,E02596,Camila Baker,Account Representative,Sales,Specialty Products,Female,Caucasian,36.0,9/8/2012,"$73,646 ",0%,United States,Austin
595,E02597,David Bryant,Solutions Architect,IT,Specialty Products,Male,Caucasian,36.0,8/7/2022,"$64,937 ",0%,United States,Miami
596,E02598,Miles Perez,Manager,Sales,Manufacturing,Male,Latino,42.0,6/11/2019,"$112,146 ",6%,United States,Miami
597,E02599,Elijah Hill,Sr. Analyst,Marketing,Research & Development,Male,Caucasian,48.0,12/16/2018,"$83,332 ",0%,United States,Austin
598,E02600,Sofia Shin,Computer Systems Manager,IT,Specialty Products,Female,Asian,42.0,4/11/2008,"$66,248 ",7%,China,Chongqing
599,E02601,Ezekiel Lee,Sr. Manager,Human Resources,Research & Development,Male,Asian,37.0,8/22/2019,"$127,238 ",15%,China,Shanghai
600,E02602,Nevaeh Truong,Network Architect,IT,Specialty Products,Female,Asian,55.0,5/23/2012,"$87,857 ",0%,United States,Austin
